dis_no,name,admin_level,admin1,admin2,geom_type_a,geom_type_b,batch_number,area_calculation_method,area_a,area_b,intersection_area,union_area,a_in_b,b_in_a,jaccard,a_contains_b,b_contains_a,a_contains_b_properly,b_contains_a_properly
2021-0758-PER,Julcán,Admin2,La Libertad,Julcan,llm_gadm,GAUL,3,geodetic,1110773145.658519,210391320095.59454,1110770498.4109528,210391322742.8421,0.9999976167522805,0.0052795452678668356,0.005279545201436989,False,False,False,False
2021-0758-PER,Bolívar,Admin2,La Libertad,Bolívar,llm_gadm,GAUL,3,geodetic,1745562470.7252123,210391320095.59454,1745561342.8758867,210391321223.44388,0.999999353876275,0.008296736491233402,0.008296736446756907,False,False,False,False
2021-0758-PER,Otuzco,Admin2,La Libertad,Otuzco,llm_gadm,GAUL,3,geodetic,2088144346.676206,210391320095.59454,2088140545.9260864,210391323896.34467,0.9999981798432059,0.009925031816794093,0.009925031637496938,False,False,False,False
2021-0758-PER,Chiclayo,Admin2,Lambayeque,Chiclayo,llm_gadm,GAUL,3,geodetic,3211420787.4203954,210391320095.59454,3196756097.830662,210405984785.1843,0.9954335820309885,0.01519433452092114,0.015193275519678853,False,False,False,False
2021-0758-PER,Ferreñafe,Admin2,Lambayeque,Ferreñafe,llm_gadm,GAUL,3,geodetic,1705738698.7797453,210391320095.59454,1705736233.607493,210391322560.7668,0.9999985547773207,0.008107445843452408,0.008107445748456803,False,False,False,False
2021-0758-PER,Huancabamba,Admin2,Piura,Huancabamba,llm_gadm,GAUL,3,geodetic,4276723222.1888556,210391320095.59454,4275530844.671009,210392512473.11237,0.999721193667231,0.020321802452346206,0.02032168728066029,False,False,False,False
2021-0758-PER,Ayabaca,Admin2,Piura,Ayabaca,llm_gadm,GAUL,3,geodetic,5197243361.644055,210391320095.59454,5182249072.778181,210406314384.46042,0.9971149534815835,0.024631477526846385,0.024629722201725504,False,False,False,False
2021-0758-PER,Dos de Mayo,Admin2,Huánuco,Dos de Mayo,llm_gadm,GAUL,3,geodetic,1335580539.4243264,210391320095.59454,1335577527.9303584,210391323107.0885,0.9999977451798082,0.006348063823752416,0.006348063732887662,False,False,False,False
2021-0758-PER,Yarowilca,Admin2,Huánuco,Yarowilca,llm_gadm,GAUL,3,geodetic,746421642.4192562,210391320095.59454,746421170.3527766,210391320567.661,0.999999367560568,0.0035477754976470923,0.003547775489686755,False,False,False,False
2021-0758-PER,Daniel Alcides Carrión,Admin2,Pasco,Daniel Alcides Carrión,llm_gadm,GAUL,3,geodetic,1523313082.961046,210391320095.59454,1523310813.3499968,210391322365.2056,0.9999985100823497,0.007240369102004099,0.007240369023898113,False,False,False,False
2021-0777-IND,Andhra Pradesh,Admin1,Andhra Pradesh,,llm_gadm,GAUL,3,geodetic,160050030905.2087,526498596897.3479,159508881871.17807,527039745931.37854,0.9966188757917133,0.3029616466428641,0.30265057446340377,False,False,False,False
2021-0777-IND,Odisha,Admin1,Odisha,,llm_gadm,GAUL,3,geodetic,155638296474.98804,526498596897.3479,155558428640.49942,526578464731.83655,0.9994868368756435,0.29545839164093507,0.2954135785247476,False,False,False,False
2021-0777-IND,West Bengal,Admin1,West Bengal,,llm_gadm,GAUL,3,geodetic,85365234256.66133,526498596897.3479,84748575389.01718,527115255764.99207,0.9927762294215688,0.16096638412417408,0.16077807360370025,False,False,False,False
2021-0777-IND,Tripura,Admin1,Tripura,,llm_gadm,GAUL,3,geodetic,10536242383.676722,526498596897.3479,10395920680.124722,526638918600.8999,0.9866819973912717,0.01974539104451142,0.019740129931420828,False,False,False,False
2021-0778-COL,El Santuario,Admin2,Antioquia,Santuario,llm_gadm,GAUL,3,geodetic,77516366.40785925,426000284.16711843,46469814.95589847,457046835.61907923,0.5994839168723854,0.10908399990096844,0.10167407655925276,False,False,False,False
2021-0779-THA,Phetchaburi,Admin1,Phetchaburi,,llm_gadm,GAUL,3,geodetic,6177765797.166463,64998901641.05861,6138511165.167681,65038156273.05739,0.9936458206271291,0.09444022914519676,0.09438322850659608,False,False,False,False
2021-0779-THA,Prachuap Khiri Khan,Admin1,Prachuap Khiri Khan,,llm_gadm,GAUL,3,geodetic,6414449111.335202,64998901641.05861,6382672464.565952,65030678287.827866,0.9950460832695521,0.09819662030310579,0.09814863742180328,False,False,False,False
2021-0779-THA,Chumphon,Admin1,Chumphon,,llm_gadm,GAUL,3,geodetic,6002470455.394404,64998901641.05861,5859761674.874271,65141610421.57875,0.976224992429262,0.09015170298158959,0.08995420341854447,False,False,False,False
2021-0779-THA,Surat Thani,Admin1,Surat Thani,,llm_gadm,GAUL,3,geodetic,13118369943.059166,64998901641.05861,13043567943.29979,65073703640.81798,0.9942979196284251,0.20067366700024986,0.20044299330641005,False,False,False,False
2021-0779-THA,Nakhon Si Thammarat,Admin1,Nakhon Si Thammarat,,llm_gadm,GAUL,3,geodetic,9905657744.355577,64998901641.05861,9898535329.975672,65006024055.438515,0.9992809751190965,0.1522877322548932,0.1522710467807413,False,False,False,False
2021-0779-THA,Krabi,Admin1,Krabi,,llm_gadm,GAUL,3,geodetic,4844572791.916074,64998901641.05861,4813738595.425795,65029735837.54889,0.9936353115507458,0.07405876828517122,0.07402365292473306,False,False,False,False
2021-0779-THA,Phatthalung,Admin1,Phatthalung,,llm_gadm,GAUL,3,geodetic,3818241319.2798553,64998901641.05861,3818034764.8163233,64999108195.52215,0.9999459032454316,0.05873998896012946,0.058739802295923675,False,False,False,False
2021-0779-THA,Songkhla,Admin1,Songkhla,,llm_gadm,GAUL,3,geodetic,7614159792.734175,64998901641.05861,7553762954.09617,65059298479.69662,0.9920678262235003,0.11621370151468217,0.11610581624167852,False,False,False,False
2021-0779-THA,Trang,Admin1,Trang,,llm_gadm,GAUL,3,geodetic,4849888272.38745,64998901641.05861,4833697804.480607,65015092108.965454,0.996661682290905,0.0743658382286763,0.07434731917905027,False,False,False,False
2021-0807-AUS,New South Wales,Admin1,New South Wales,,llm_gadm,GAUL,3,geodetic,800877932367.0907,2530729048915.017,800770851048.95,2530836130233.158,0.9998662950821678,0.3164190379812723,0.3164056500865496,False,False,False,False
2021-0807-AUS,Queensland,Admin1,Queensland,,llm_gadm,GAUL,3,geodetic,1729974817610.7725,2530729048915.017,1729955045630.354,2530748820895.4355,0.99998857094322,0.6835797164346876,0.6835743758316787,False,False,False,False
2021-0811-ZAF,Kwazulu-Natal,Admin1,KwaZulu-Natal,,llm_gadm,GAUL,3,geodetic,93282878520.19826,202112153043.16223,93144426076.65514,202250605486.70532,0.998515778610829,0.4608551473733675,0.46053966489992965,False,False,False,False
2021-0811-ZAF,Buffalo City,Admin2,Eastern Cape,Buffalo City,llm_gadm,GAUL,3,geodetic,2531567532.0749288,202112153043.16223,2529999148.244617,202113721426.99252,0.9993804692900978,0.0125177982132738,0.012517701076314617,False,False,False,False
2021-0811-ZAF,Amathole,Admin2,Eastern Cape,Amathole,llm_gadm,GAUL,3,geodetic,21591725897.935207,202112153043.16223,21584938704.94608,202118940236.15137,0.9996856576903018,0.10679683720125671,0.10679325094286912,False,False,False,False
2021-0811-ZAF,Alfred Nzo,Admin2,Eastern Cape,Alfred Nzo,llm_gadm,GAUL,3,geodetic,10727916849.459913,202112153043.16223,10688908967.530622,202151160925.09152,0.9963638903547939,0.052886027913660115,0.05287582281801226,False,False,False,False
2021-0811-ZAF,Chris Hani,Admin2,Eastern Cape,Chris Hani,llm_gadm,GAUL,3,geodetic,36143537042.43043,202112153043.16223,36143527168.5323,202112162917.06036,0.9999997268142818,0.17882906408311647,0.17882905534668053,False,False,False,False
2021-0811-ZAF,Joe Gqabi,Admin2,Eastern Cape,Joe Gqabi,llm_gadm,GAUL,3,geodetic,25662672514.744232,202112153043.16223,25651935635.389263,202122889922.5172,0.9995816149175889,0.12691931310984125,0.12691257108595075,False,False,False,False
